0	0	87.98176199348161	3gpp	UMa
0	1	104.36127653741985	3gpp	UMa
0	2	115.00580038603584	3gpp	UMa
0	3	121.69014559366326	3gpp	UMa
0	4	81.37016597266235	3gpp	UMa
0	5	103.43425572388767	3gpp	UMa
0	6	114.74372313082722	3gpp	UMa
0	7	121.5697297780986	3gpp	UMa
0	8	98.5165466691652	3gpp	UMa
0	9	107.12828072475355	3gpp	UMa
0	10	115.91342324539167	3gpp	UMa
0	11	122.12238611659598	3gpp	UMa
0	12	108.24720831185508	3gpp	UMa
0	13	112.07032337906548	3gpp	UMa
0	14	118.04919561455134	3gpp	UMa
0	15	123.23292898852776	3gpp	UMa
0	16	114.45290305172134	3gpp	UMa
0	17	116.53337187337755	3gpp	UMa
0	18	120.57478494648788	3gpp	UMa
0	19	1000000000000000000000000000000000000000000	3gpp	UMa
0	20	119.01722072537137	3gpp	UMa
0	21	120.30654722138217	3gpp	UMa
0	22	123.12746462432938	3gpp	UMa
0	23	1000000000000000000000000000000000000000000	3gpp	UMa
0	24	1000000000000000000000000000000000000000000	3gpp	UMa
1	0	109.58382947609181	3gpp	UMa
1	1	95.13631711865395	3gpp	UMa
1	2	96.57413736402768	3gpp	UMa
1	3	110.43019978046482	3gpp	UMa
1	4	108.73243090352614	3gpp	UMa
1	5	89.24160363565704	3gpp	UMa
1	6	91.87954528118692	3gpp	UMa
1	7	109.66145871665191	3gpp	UMa
1	8	110.64429508350273	3gpp	UMa
1	9	99.66952411265467	3gpp	UMa
1	10	100.55109999934322	3gpp	UMa
1	11	111.39748150135597	3gpp	UMa
1	12	114.03649191226538	3gpp	UMa
1	13	108.26557477357844	3gpp	UMa
1	14	108.60379533589213	3gpp	UMa
1	15	114.55323622296919	3gpp	UMa
1	16	117.63283719822135	3gpp	UMa
1	17	114.27217923769012	3gpp	UMa
1	18	114.44320833047414	3gpp	UMa
1	19	117.97781262629303	3gpp	UMa
1	20	120.94578669065345	3gpp	UMa
1	21	118.79764332744477	3gpp	UMa
1	22	118.89962625223919	3gpp	UMa
1	23	121.18284419121846	3gpp	UMa
1	24	122.23240085526626	3gpp	UMa
2	0	1000000000000000000000000000000000000000000	3gpp	UMa
2	1	118.61281982373606	3gpp	UMa
2	2	110.20325267790523	3gpp	UMa
2	3	93.91453732097338	3gpp	UMa
2	4	1000000000000000000000000000000000000000000	3gpp	UMa
2	5	118.71987681542672	3gpp	UMa
2	6	110.48236314270963	3gpp	UMa
2	7	95.59180399554083	3gpp	UMa
2	8	1000000000000000000000000000000000000000000	3gpp	UMa
2	9	119.72620859258026	3gpp	UMa
2	10	112.87477419480598	3gpp	UMa
2	11	104.41277918818611	3gpp	UMa
2	12	1000000000000000000000000000000000000000000	3gpp	UMa
2	13	121.36673764433988	3gpp	UMa
2	14	116.1470006997454	3gpp	UMa
2	15	111.30844906607823	3gpp	UMa
2	16	1000000000000000000000000000000000000000000	3gpp	UMa
