0	4
1	5
2	3
3	10
4	7
5	9
6	1
7	6
8	6
9	13
10	7
11	16
12	20
13	10
14	23
15	21
16	17
17	22
18	9
19	15
20	19
21	23
22	18
23	2
24	7
25	23
26	7
27	9
28	12
29	10
30	5
31	2
32	9
33	18
34	19
35	23
36	10
37	6
38	15
39	3
40	4
41	9
42	13
43	6
44	8
45	12
46	12
47	16
48	24
49	13
50	11
51	17
52	23
53	18
54	11
55	5
56	7
57	14
58	16
59	23
